               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.074009,            0.052787,            0.048714,            0.018519,                   1,               0.995,              0.2985,             0.06642,            0.022652,            0.048424,            0.007525,            0.007525,            0.007525
                  51,            0.076417,            0.049031,            0.048863,            0.018519,                   1,               0.995,              0.2985,             0.06642,            0.022652,            0.048424,            0.007525,            0.007525,            0.007525
                  52,            0.075446,            0.050973,            0.050687,            0.018519,                   1,               0.995,              0.2985,             0.06642,            0.022652,            0.048424,           0.0074755,           0.0074755,           0.0074755
                  53,            0.072929,            0.047679,            0.049195,            0.018519,                   1,              0.4975,             0.22269,            0.059623,            0.024101,            0.049698,            0.007426,            0.007426,            0.007426
                  54,            0.073139,            0.037668,            0.049946,            0.018519,                   1,              0.4975,             0.22269,            0.059623,            0.024101,            0.049698,           0.0073765,           0.0073765,           0.0073765
                  55,            0.072336,            0.051111,            0.048973,            0.018519,                   1,              0.4975,             0.22269,            0.059623,            0.024101,            0.049698,            0.007327,            0.007327,            0.007327
                  56,            0.078551,            0.046814,            0.050298,            0.018519,                   1,              0.4975,             0.22269,            0.059623,            0.024101,            0.049698,           0.0072775,           0.0072775,           0.0072775
                  57,            0.076912,            0.053393,            0.049559,            0.022222,                   1,               0.995,             0.30302,            0.057841,            0.023949,            0.050163,            0.007228,            0.007228,            0.007228
                  58,             0.07172,            0.045308,            0.049212,            0.022222,                   1,               0.995,             0.30302,            0.057841,            0.023949,            0.050163,           0.0071785,           0.0071785,           0.0071785
                  59,            0.077306,            0.046135,            0.049953,            0.022222,                   1,               0.995,             0.30302,            0.057841,            0.023949,            0.050163,            0.007129,            0.007129,            0.007129
                  60,            0.077412,            0.051068,            0.049824,            0.022222,                   1,               0.995,             0.30302,            0.057841,            0.023949,            0.050163,           0.0070795,           0.0070795,           0.0070795
                  61,            0.078398,            0.043004,            0.050137,             0.02381,                   1,               0.995,             0.14925,             0.04911,            0.025673,            0.050552,             0.00703,             0.00703,             0.00703
                  62,            0.071357,            0.046235,            0.050266,             0.02381,                   1,               0.995,             0.14925,             0.04911,            0.025673,            0.050552,           0.0069805,           0.0069805,           0.0069805
                  63,            0.074241,            0.043578,            0.049366,             0.02381,                   1,               0.995,             0.14925,             0.04911,            0.025673,            0.050552,            0.006931,            0.006931,            0.006931
                  64,            0.074069,             0.05434,            0.048292,             0.02381,                   1,               0.995,             0.14925,             0.04911,            0.025673,            0.050552,           0.0068815,           0.0068815,           0.0068815
                  65,            0.073258,            0.043928,            0.050253,             0.02381,                   1,              0.4975,             0.16252,             0.04223,            0.027294,            0.049103,            0.006832,            0.006832,            0.006832
                  66,             0.07527,            0.047761,            0.049072,             0.02381,                   1,              0.4975,             0.16252,             0.04223,            0.027294,            0.049103,           0.0067825,           0.0067825,           0.0067825
